#{"t_start": 1754990797.7947614, "env_id": "None"}
r,l,t
626.2636,60,158.429491
1116.7262,60,158.433516
-682.3521,44,158.446558
-2134.1812,14,158.517285
-582.0989,46,158.557429
499.92017,60,158.56554
471.72546,60,161.151312
50.74341,56,161.180546
1172.8702,60,161.202598
-348.19458,41,161.21363
-377.29962,25,161.220648
-1297.173,31,161.262757
-1889.5294,3,161.281816
931.95557,60,161.324453
1114.7596,60,161.407255
-1653.9248,32,161.429334
1941.8514,60,161.542968
1230.0132,60,161.576618
-860.85034,27,161.589645
707.9767,60,161.597681
2165.7334,60,161.610716
-3241.2256,5,161.643306
-2335.7021,16,161.681422
820.64136,60,161.681422
-1338.592,5,161.715181
893.97736,60,161.722696
-256.34174,55,161.791938
-503.37253,32,161.799458
-873.2308,24,161.799458
-1840.6243,28,161.865294
-2087.3325,3,161.880323
-1256.44,1,161.888366
1865.3849,60,161.934664
2010.9049,60,161.985371
761.1234,43,162.073676
928.4866,57,162.091709
552.2186,60,162.104736
1506.7711,60,162.180537
790.2876,60,162.191094
-1274.8917,4,162.211153
-751.3678,9,162.268376
2169.0579,60,162.280406
-1831.9465,1,162.285444
353.12646,56,162.303579
2965.0325,60,162.375448
-3285.038,12,162.44972
621.11255,60,162.463777
686.88934,60,162.477832
457.2616,60,162.491867
1144.4956,60,162.579217
-841.70276,20,162.598259
764.25726,60,162.658464
625.1951,60,162.680074
839.0762,60,162.69413
-1232.2402,1,162.701137
2026.0969,60,162.84719
403.0775,60,162.878296
973.4211,60,162.891835
897.8288,60,162.971165
-1171.8893,1,162.984207
2686.354,60,162.998257
286.1065,55,163.044461
1334.0237,60,163.057505
927.4432,60,163.102687
-1190.6525,15,163.102687
-346.30145,26,163.161067
640.0396,60,163.250354
-629.6328,25,163.263488
781.0588,60,163.27654
4035.9363,60,163.290563
-571.3767,33,163.320193
1011.59424,60,163.448192
763.40857,60,163.461222
678.95135,60,163.566113
1944.186,60,163.655391
1452.4515,60,163.668436
917.344,60,163.679476
1969.8228,60,163.693571
690.18414,60,163.719149
-258.85535,43,163.745262
-665.38605,31,163.768332
-2010.1069,3,163.788418
-419.82306,17,163.79545
-1147.2585,9,163.809494
710.4674,60,163.844625
-546.9863,25,163.887291
-267.08716,51,163.996656
-508.86688,28,164.023237
-908.2362,7,164.0433
997.8038,60,164.043808
620.70966,60,164.0811
-981.5438,14,164.135287
429.5424,60,164.168484
787.9535,60,164.175046
1327.9382,60,164.188093
-1084.244,11,164.262801
1230.1093,60,164.269827
682.7243,60,164.410403
629.51807,60,164.434551
1735.2863,60,164.471663
800.915,60,164.521342
1167.8646,60,164.562555
888.0822,60,164.569586
1174.755,60,164.658444
3626.326,60,164.664476
-920.79065,20,164.701581
-515.42456,53,164.775782
-2637.694,2,164.787805
1324.239,60,164.801825
-1879.6658,2,164.815878
550.14166,60,164.860495
-984.87756,36,164.887591
-905.226,4,164.887591
-3122.6943,12,164.893598
956.4893,60,164.914664
954.5737,60,164.953779
8.811523,38,165.030067
505.23895,60,165.042611
1751.6582,60,165.077224
-862.1673,38,165.124379
-249.18073,48,165.253421
1155.1389,60,165.266491
899.3073,60,165.273515
970.2944,60,165.29308
-2687.0088,14,165.360245
708.6011,57,165.409373
197.88641,60,165.418913
-361.11395,49,165.444079
799.06494,60,165.471171
1335.1808,60,165.639372
1838.9336,60,165.654444
2540.2136,60,165.674074
513.8545,60,165.734297
1884.5573,60,165.786551
146.31567,60,165.793564
-419.68997,26,165.800574
814.6793,60,165.820153
659.625,60,165.844219
-1392.9667,28,165.916942
991.45013,60,166.03636
-813.3918,35,166.043874
423.48563,60,166.056436
-434.66714,42,166.114579
1204.5857,60,166.171325
2260.8843,60,166.179361
811.349,60,166.185401
-1931.0435,2,166.196431
-635.1402,26,166.211468
1194.6853,58,166.288345
-3012.572,21,166.324481
1053.1505,60,166.427335
979.9695,60,166.444478
2904.2065,60,166.501631
-1723.112,14,166.514674
458.27588,60,166.562799
796.2231,60,166.583404
2001.173,60,166.601465
-382.138,46,166.618114
-1229.6936,8,166.654222
-1327.6896,5,166.654222
698.5572,60,166.681314
-689.8824,14,166.741031
-630.1621,33,166.766134
1936.0667,60,166.822788
1068.2351,60,166.879476
2389.923,60,166.892517
692.65063,60,166.957714
-3602.9165,3,166.97376
936.587,60,167.023491
281.13904,47,167.030506
856.93207,60,167.049084
-4210.411,7,167.073658
-3342.7622,5,167.084184
-1882.9503,20,167.102728
-12.026184,36,167.121829
-823.25024,9,167.140889
472.68826,60,167.147417
-770.6563,15,167.199592
661.3091,60,167.207127
3074.7346,60,167.262827
-1361.9846,23,167.268852
-1771.1017,31,167.268852
-1068.8041,10,167.268852
-542.11523,27,167.32257
-421.65286,20,167.401324
1233.3224,60,167.421383
-2276.9858,7,167.448073
1329.1366,60,167.534326
1884.011,60,167.592559
1051.1691,60,167.661268
472.3388,60,167.670311
2112.726,60,167.670311
-619.6825,24,167.69642
657.18665,60,167.721008
887.0001,60,167.818359
1031.1293,60,167.848003
-577.1232,24,167.853511
-762.93604,11,167.918268
-110.770996,40,167.919268
774.25323,60,167.98751
-307.09637,19,168.046192
1277.5374,60,168.064239
1184.4907,60,168.064239
2172.1648,60,168.112952
-1133.1512,10,168.1265
-715.5718,46,168.147551
-593.57605,17,168.177142
1405.5609,60,168.271458
-322.1541,37,168.297102
-727.90137,12,168.371329
1330.4515,60,168.379354
-2103.3303,7,168.423556
-323.509,42,168.450613
602.7964,60,168.505279
-2414.3909,11,168.522812
134.03156,56,168.553438
-3559.265,7,168.567512
805.0168,60,168.598604
637.6191,60,168.627666
1257.8845,60,168.670305
-1094.0261,15,168.670305
-1767.6008,2,168.68285
634.201,60,168.767272
-130.83136,45,168.800356
1023.7135,60,168.820419
979.3036,60,168.943437
-431.3728,44,168.963569
1004.87054,60,168.991143
1219.2142,60,169.01622
995.5198,60,169.053443
1646.0698,60,169.145334
447.8507,56,169.169405
-2478.7036,25,169.169405
1084.7823,60,169.177456
-3076.1519,4,169.206082
-732.87744,15,169.271292
-1662.9512,14,169.296454
1282.1227,60,169.330594
-1344.9666,5,169.330594
505.71976,60,169.350201
1930.5729,60,169.381292
1093.7859,60,169.445577
1386.3103,60,169.541846
-109.35327,59,169.562894
-140.07239,48,169.648273
1133.2372,60,169.667335
858.92444,60,169.729454
1197.362,60,169.751069
-1387.5806,28,169.752576
1976.378,60,169.780163
693.13605,60,169.844357
-2556.531,15,169.851366
1758.646,60,169.944669
1038.19,60,170.049758
1051.4357,60,170.067818
-482.31586,45,170.075853
-1626.9216,2,170.089879
505.93695,60,170.128529
1165.5804,60,170.154629
-676.7374,28,170.239859
1395.2256,60,170.246879
422.5117,60,170.258401
616.53064,60,170.34934
-918.10767,2,170.361377
-594.1837,20,170.385499
-1802.4567,23,170.39956
2363.0452,60,170.467321
1164.4297,60,170.489373
-1714.3495,3,170.489373
-1222.539,5,170.522023
954.6178,57,170.530075
789.2252,60,170.530075
-1903.7147,4,170.549154
1534.3817,60,170.634251
-816.3957,10,170.703478
554.98096,60,170.743626
-1427.1292,7,170.751139
2470.346,60,170.76268
912.734,60,170.77623
418.3926,60,170.876534
-754.47595,17,170.889561
1479.2538,60,170.909149
707.09906,60,170.921681
662.2162,60,170.94776
708.99207,60,171.134688
1567.1022,60,171.143701
628.0892,60,171.156736
-675.28735,49,171.194516
151.23236,57,171.281775
998.37225,60,171.282775
2131.7666,60,171.310503
665.8083,60,171.339138
-1137.1973,22,171.345166
-1372.5497,8,171.396294
-1917.2557,9,171.396294
-1003.67725,25,171.451558
-729.16235,47,171.458585
-88.62659,52,171.507732
2394.879,60,171.54441
1304.6522,60,171.68759
1556.5977,60,171.718204
841.6285,60,171.802988
2252.6528,60,171.803508
1119.5546,60,171.851187
846.86304,60,171.858218
870.87146,60,171.90537
577.0176,60,171.942601
-5390.0186,11,171.98124
842.87195,60,172.083628
809.0793,60,172.109687
680.0953,60,172.189891
1236.3712,60,172.189891
1251.1753,60,172.243654
682.7307,60,172.250668
889.15234,60,172.331551
1401.7773,60,172.374692
-1399.7238,6,172.412825
689.4704,60,172.47041
615.80133,60,172.499524
713.1832,60,172.584408
2834.1025,60,172.589416
-1168.8984,14,172.597446
-86.69794,56,172.62255
766.57733,60,172.644627
-2626.146,4,172.651139
-1406.7041,15,172.691273
420.69504,60,172.804701
-752.05676,22,172.864031
973.98755,60,172.888091
-880.2302,3,172.909148
787.91516,60,172.957307
-1438.6155,12,172.994039
-1142.0151,1,173.00105
2132.2097,60,173.071288
731.65015,60,173.080324
1100.1031,60,173.135141
1056.2445,60,173.175259
-885.0973,19,173.201312
1056.0972,60,173.221015
-283.59937,42,173.243556
942.9475,60,173.277681
400.02606,60,173.404569
1931.4918,60,173.48137
796.0325,60,173.534098
1840.1714,60,173.578248
-1934.4619,4,173.607358
1338.8534,60,173.607358
478.31143,60,173.62093
-943.81647,20,173.62093
1249.8987,60,173.646528
614.92474,60,173.681475
-847.2073,25,173.768286
646.458,60,173.802858
-1940.2424,6,173.810387
911.5878,60,173.928796
1255.5457,60,173.99561
769.60626,60,174.014572
442.6884,60,174.015079
370.89398,60,174.036158
1297.6033,60,174.071244
-1292.8772,12,174.078272
-533.7897,24,174.174148
-1353.0808,24,174.196211
872.4242,60,174.196211
1394.1903,60,174.203731
1979.7502,60,174.325094
-391.2318,28,174.355176
-859.8291,27,174.382769
-674.5596,31,174.401331
890.85474,60,174.408369
474.23755,53,174.426441
-1078.402,2,174.439482
544.848,60,174.467559
-842.8324,12,174.520229
1042.135,60,174.591642
-697.54834,27,177.045222
735.399,60,177.117955
867.833,60,177.140505
-1131.6976,1,177.147548
896.6942,60,177.165618
844.3604,60,177.183749
-1280.0769,6,177.184662
-370.68378,60,177.190669
-1217.7366,25,177.196699
-1216.606,1,177.203203
1069.4838,60,177.299139
-1498.573,1,177.306172
583.6409,60,177.371766
-432.54285,35,177.392831
-1006.13617,4,177.417862
-671.0143,47,177.488589
1300.9407,60,177.503126
-525.5696,20,177.550233
-984.90985,11,177.576335
2655.5618,60,177.577335
1290.3682,60,177.584361
507.03217,60,177.597421
-164.44006,49,177.629547
488.39523,60,177.762994
485.64392,60,177.873391
-791.01044,45,177.913619
1498.7318,60,177.932694
1578.8654,60,177.959292
565.5022,60,177.959292
606.9529,60,177.966322
693.91003,60,177.977359
851.5121,60,178.140542
979.64374,60,178.254544
1064.8652,60,178.293687
991.0278,60,178.311733
1458.5975,60,178.340635
927.3328,60,178.340635
1830.5917,60,178.348672
-440.57095,32,178.348672
998.16724,60,178.363199
-1676.3206,6,178.384753
-1689.1003,12,178.39878
-1449.763,5,178.418339
-1509.1788,14,178.447424
-1144.684,5,178.453449
-1904.5145,5,178.475564
-271.82605,42,178.624622
-383.8064,41,178.629627
2092.167,60,178.648693
-704.5589,8,178.675316
793.3324,60,178.689367
-2306.0383,4,178.702924
1305.3586,60,178.736542
-172.81842,52,178.736542
1052.055,60,178.841318
1590.7251,60,178.860447
-435.94183,41,178.897133
-689.1238,33,179.010644
413.54327,46,179.049293
808.5315,60,179.097489
-2064.6284,31,179.129087
-2137.3213,28,179.14262
685.28613,60,179.158187
-884.35406,1,179.166223
-477.58496,41,179.17424
-638.969,18,179.17424
-1229.9204,6,179.185269
1172.7434,60,179.19127
-1948.4043,32,179.405763
1330.9468,60,179.413778
-377.32465,35,179.420306
-1088.4612,45,179.469085
720.5037,60,179.511225
2135.9807,60,179.537348
-2094.5862,11,179.548373
-927.21155,20,179.554411
1081.2828,60,179.580513
467.84845,60,179.580513
-885.52026,18,179.634195
-510.94788,49,179.755212
2041.1577,60,179.808371
-1705.5161,12,179.829467
752.33276,60,179.935829
583.23047,60,179.943854
-2366.0457,1,179.951872
530.5467,60,179.951872
1286.9349,60,179.979484
2411.436,60,179.98048
618.24316,60,180.031094
-108.82086,35,180.046175
-1389.7124,12,180.109389
-1191.9012,3,180.133473
1702.3256,60,180.223831
-213.24371,46,180.256017
858.58716,44,180.270056
1305.0616,60,180.332741
468.1927,60,180.351644
1014.6737,60,180.376726
-1785.869,23,180.423876
1357.2545,60,180.449552
1066.9667,60,180.5359
-503.4502,30,180.584562
165.78882,29,180.625773
2330.538,60,180.639797
1072.0602,60,180.669863
1379.8708,60,180.750165
925.7841,60,180.762703
2464.2122,60,180.855245
789.1673,60,180.936163
967.8712,60,180.984313
403.2602,42,181.022944
1150.278,60,181.022944
1085.2649,60,181.037516
1340.7451,60,181.062629
-509.6436,25,181.101238
-1453.9752,11,181.137847
2251.3066,60,181.1584
-1789.138,14,181.19609
-1100.1211,8,181.253267
2236.6636,60,181.253267
-1502.0751,3,181.273828
630.71747,60,181.390103
1440.3169,60,181.429726
1001.7753,60,181.429726
736.80835,60,181.447767
-431.29187,55,181.515603
-1512.4971,13,181.522632
1943.6411,60,181.572794
-1555.5243,3,181.59542
-1762.4923,29,181.59542
805.5877,60,181.669166
1045.4596,60,181.689248
-480.86865,36,181.83136
3307.472,60,181.839384
1840.5565,60,181.851425
790.90295,60,181.919806
608.6288,60,181.927828
-542.10626,40,181.935847
1463.6925,60,181.995195
-2014.564,13,182.020787
698.65405,60,182.07954
-367.1588,37,182.092575
1224.9865,60,182.224121
1111.2872,60,182.231129
97.47394,42,182.265269
674.8526,60,182.309389
1066.2229,60,182.320945
1144.0304,60,182.40026
-297.6264,31,182.430849
-967.43463,21,182.444429
675.8254,60,182.466525
548.4375,60,182.481102
-3581.748,2,182.495157
1570.4047,60,182.617761
444.80554,60,182.655411
-3186.836,11,182.687112
928.65985,60,182.708183
-1213.5651,2,182.721726
-436.29437,37,182.739767
-758.2543,45,182.766839
584.6958,60,182.799973
908.0091,60,182.8281
2023.5148,60,182.841629
-670.4791,14,182.897781
-1116.7734,13,182.9335
-679.6864,16,183.008297
852.6374,60,183.057995
2399.8228,60,183.091124
-715.81415,10,183.126601
1009.8782,60,183.127601
535.75616,60,183.148218
16.382935,32,183.148218
726.4264,60,183.174876
-718.5602,10,183.214446
746.1901,60,183.237548
85.48291,35,183.244716
-2947.372,5,183.267637
-2080.4578,8,183.267637
-151.40631,26,183.41671
-1000.2649,9,183.476406
483.06683,60,183.496108
1000.0601,60,183.533775
1331.7903,60,183.533775
1383.26,60,183.554309
-3994.9758,4,183.584444
581.9606,60,183.584444
-301.23163,55,183.645169
-1389.7114,12,183.665245
1592.4786,60,183.679291
-865.33887,34,183.711396
650.44275,49,183.827535
1440.3616,60,183.935462
3130.2942,60,183.935462
2212.0776,60,183.98461
-3340.1267,29,184.026787
-487.14868,15,184.041353
-705.2555,8,184.041353
1249.9978,60,184.049392
394.67728,60,184.073533
487.67453,60,184.08709
827.8686,60,184.122832
1800.6266,60,184.345423
647.58954,60,184.440507
859.97095,60,184.457567
1280.5623,60,184.457567
1980.8375,60,184.465589
666.0892,60,184.484732
481.57355,60,184.498676
-784.51904,7,184.539323
-838.7519,11,184.539323
622.52167,60,184.539323
313.49152,32,184.581527
-1134.0188,15,184.609148
-1528.1406,6,184.626707
-1790.7457,18,184.66883
-4184.0776,8,184.683355
360.50818,39,184.741027
1023.0153,60,184.879551
1067.6617,60,184.90163
620.8022,60,184.972636
981.7248,60,184.972636
730.1078,60,185.037355
730.073,60,185.088561
671.44147,60,185.098587
1321.5287,60,185.146274
916.22815,56,185.258154
1881.4843,60,185.264173
-1670.4293,5,185.294834
-1153.6603,30,185.335128
582.4069,60,185.350154
1210.4939,60,185.350154
503.04,60,185.417411
3507.1008,60,185.470182
805.5696,60,185.483733
-1741.9719,22,185.500269
-632.3059,16,185.526403
-132.79498,52,185.611962
385.807,41,185.626506
1208.0322,60,185.688267
-648.18604,30,185.722968
730.962,60,185.735536
-741.0037,10,185.756608
755.6439,60,185.860442
458.77795,60,185.872557
1343.7883,60,185.886614
-2408.2278,7,185.931253
-401.64282,40,185.989535
518.4581,60,185.993541
770.11755,60,186.006575
128.38965,54,186.062728
-912.1715,16,186.107848
2986.1902,60,186.134511
-1266.0361,12,186.211304
1157.293,60,186.242912
567.55493,60,186.255011
629.0538,60,186.316726
890.5557,60,186.379037
881.64233,60,186.387078
-1025.8911,52,186.402609
684.1045,60,186.501076
-229.60785,33,186.535254
742.1937,60,186.608104
-708.00397,40,186.641698
1490.8368,60,186.641698
1419.4113,60,186.655762
-911.65125,24,186.663271
-108.74518,41,186.675831
-865.13336,7,186.700883
556.6761,60,186.778219
-793.98596,21,186.798295
-440.26233,44,186.82588
-990.48895,21,186.837399
2136.2046,60,186.995119
498.75577,60,187.027759
1078.5607,60,187.029757
-1347.2772,3,187.048806
606.1518,60,187.063354
-471.8777,16,187.101553
-299.91315,18,187.151192
671.7012,60,187.17026
2004.8757,60,187.190334
1985.8694,60,187.217023
-1098.2258,19,187.230559
885.6332,60,187.230559
989.50696,60,187.4471
891.17804,60,187.461121
-70.462524,48,187.468146
561.0209,49,187.49924
-281.75317,45,187.519813
187.56079,45,187.534845
746.01044,60,187.598584
-177.8783,21,187.619721
1329.3903,60,187.639331
-434.4292,21,187.643845
-473.37842,28,187.781801
-773.50665,28,187.827091
1206.2946,60,187.853678
650.73883,60,187.866233
-652.86285,16,187.882774
-1973.6436,42,187.889299
-1813.5975,5,187.89732
-754.63434,11,187.89732
794.2565,60,187.911345
1818.2966,60,187.9244
971.2489,60,188.021759
-675.6843,27,188.070882
678.9592,60,188.233521
949.0959,60,188.268126
770.9833,60,188.275143
818.8687,60,188.281144
-431.85083,41,188.29017
875.3428,60,188.304222
1144.8713,60,188.317769
-2075.7605,6,188.337358
-871.061,11,188.3444
-3287.1953,11,188.414106
-403.79248,25,188.447244
-1623.5887,7,188.461274
446.9126,60,188.461274
-3199.8984,3,188.485353
-85.1062,53,188.621464
-826.7183,27,188.629523
-527.79663,47,188.629523
495.0651,60,188.637558
-727.4243,28,188.667176
-1962.9542,1,188.673695
1811.7512,60,188.68725
-2027.4352,8,188.68725
-1216.2588,6,188.726406
933.10596,60,188.746511
1333.104,60,188.851419
737.23444,60,189.005082
932.60345,60,189.012589
3010.975,60,189.012589
676.0584,60,189.062782
2064.788,60,189.077328
-2214.2065,2,189.077328
1283.026,60,189.117618
670.94,60,189.14166
-1913.7701,2,189.151681
-1121.3268,23,189.171745
677.463,60,189.25265
-1351.2417,38,189.33168
-1792.4425,3,189.35075
1096.1469,60,189.41544
844.5059,60,189.421953
-793.09924,30,189.456081
1469.9803,60,189.485188
-986.68494,6,189.499229
1334.8296,60,189.526829
2032.1309,60,189.559889
799.9194,60,189.585573
-1859.01,4,189.593076
-1050.6831,16,189.614188
-670.3627,38,189.680882
-144.6784,47,189.680882
-1008.75653,32,189.711505
-1040.3947,5,189.719042
-900.9332,23,189.748135
-1052.0372,8,189.768204
-1344.9073,9,189.828902
778.95355,60,189.842967
-2552.248,7,189.877591
-485.95547,37,189.941364
540.56714,60,189.948421
599.3254,60,190.00863
1324.5237,60,190.032692
-492.679,23,190.105072
-2240.0386,3,190.125664
657.1216,60,190.137693
733.00055,60,190.157366
-1197.0472,15,190.225719
872.84973,60,190.247772
1167.155,60,190.281427
-1030.3146,1,190.289034
-783.0905,11,190.32313
1008.39386,60,190.342726
-1361.9072,4,190.373839
376.64587,38,190.381354
1047.2703,60,190.41608
-749.5062,7,190.423616
618.3833,60,190.437228
-1672.0044,4,190.469338
881.10486,60,190.569002
-328.61816,31,190.634434
660.5856,60,190.641443
-1904.2871,2,190.65555
642.85724,60,190.706267
-2098.0054,24,190.731859
498.7929,60,193.421613
727.0584,60,193.474773
452.91208,60,193.505843
-663.76746,29,193.532024
504.10565,60,193.554594
-1654.8229,4,193.580659
-1631.1014,22,193.619854
-2296.571,4,193.64648
2107.9924,60,193.723252
2344.1575,60,193.787074
632.09674,60,193.814169
492.75223,60,193.822691
-178.24377,52,193.855368
791.7613,60,193.931146
952.8851,60,193.979291
2835.536,60,194.04857
659.4386,60,194.126843
-1133.0159,28,194.168035
784.0424,60,194.190388
1383.636,60,194.216085
893.8943,60,194.223608
1063.9347,60,194.258693
1021.9851,60,194.338605
516.71594,60,194.451044
1507.1832,60,194.523315
782.21954,60,194.570454
1342.2532,60,194.591083
-543.5614,23,194.606139
1143.2246,60,194.619687
562.3139,60,194.627711
2279.6555,60,194.658307
463.918,60,194.741178
-1703.0916,22,194.741178
-404.98883,47,194.837051
-525.21265,31,194.860102
-1556.6654,5,194.866129
-942.252,3,194.89119
-1005.4668,25,194.906267
-2276.3428,8,194.920827
-1113.9861,1,194.92786
-2686.9895,6,194.94641
792.9721,60,194.970497
1051.384,60,195.007128
487.3193,60,195.020684
545.0608,60,195.027719
-3979.6624,8,195.062822
-80.09589,27,195.076448
1591.713,60,195.142711
-499.86353,22,195.17131
106.647095,50,195.306412
2343.0388,60,195.328481
773.4332,60,195.348112
-602.916,9,195.408284
-116.649414,51,195.415303
772.4299,60,195.431839
-973.13745,6,195.44588
-2109.6187,4,195.453383
2308.485,60,195.461404
842.587,60,195.542741
-1371.2798,17,195.569799
1018.95844,60,195.569799
-952.42377,9,195.631685
-1175.1836,19,195.671359
-790.41064,5,195.701509
509.7459,60,195.709556
-1325.7406,2,195.724113
402.7765,41,195.724552
1204.8201,60,195.731122
1038.0817,60,195.816876
-937.881,40,195.837451
-287.0243,17,195.844494
1186.7454,60,195.862576
-330.25104,47,195.941957
-666.4197,20,195.948467
-523.142,40,195.989603
-979.9837,24,196.003649
-1024.1875,16,196.049338
1189.259,60,196.104707
-659.8347,36,196.104707
2123.984,60,196.123726
1932.4133,60,196.229341
-1920.5078,4,196.255482
737.322,60,196.33981
920.79114,60,196.380473
1193.3845,60,196.395117
-1446.9822,7,196.430255
1263.3761,60,196.442796
2684.7495,60,196.498612
438.30847,60,196.498612
1211.3743,60,196.518251
-1884.8857,6,196.539305
-1234.516,17,196.546328
1308.8444,60,196.660556
-544.0466,52,196.69424
1506.7151,60,196.797619
-69.009705,53,196.797619
-2194.2703,7,196.842798
471.78726,60,196.893504
872.97736,60,196.913604
780.8164,60,196.933715
877.3883,60,196.941235
-541.0502,39,196.948271
-162.95605,45,196.955305
-929.454,8,197.00051
-345.13406,45,197.091337
-376.59607,33,197.130573
-988.5186,16,197.196931
2112.4077,60,197.231113
821.797,60,197.282794
940.6227,60,197.326443
919.1742,60,197.334474
1999.1669,60,197.349059
-1051.055,4,197.376162
-123.36597,39,197.388669
459.6094,60,197.395696
-994.5244,18,197.413738
-683.3294,14,197.427287
-614.28375,18,197.500142
-2014.6619,18,197.536359
-995.0204,9,197.564487
984.25793,60,197.606627
2355.2458,60,197.649259
-3005.8098,3,197.669333
812.9484,60,197.749198
758.75824,60,197.8034
567.5187,60,197.808421
931.05676,60,197.831494
-617.5895,18,197.908267
23.48767,48,197.915354
1648.4242,60,197.928319
1034.1377,60,197.954399
-2455.5093,5,197.961405
1960.8954,60,198.055765
1106.1727,60,198.139622
-1075.1844,1,198.146646
817.7759,60,198.202829
589.6768,60,198.228465
-121.26892,52,198.261606
1108.7133,60,198.318806
554.0452,60,198.359129
1288.5568,60,198.367168
-1396.0951,7,198.402774
-1869.1633,3,198.425227
1982.4633,60,198.450272
-1034.6978,22,198.458313
-722.9968,33,198.472869
-843.64746,3,198.479973
-431.93967,49,198.51817
1296.473,60,198.542739
-1785.8927,2,198.555305
563.45435,60,198.621064
-773.58484,27,198.639112
-707.7615,18,198.646134
1655.8918,60,198.761107
1102.3108,60,198.818324
847.03394,60,198.873594
2237.3486,60,198.88061
-776.48016,9,198.937434
-332.05878,49,198.945015
1117.7478,60,198.950021
-1441.2593,2,198.961054
-858.25586,10,198.996185
-167.87073,60,199.021257
913.4518,60,199.029297
120.99512,28,199.048352
-1900.8795,16,199.059384
2299.184,60,199.142804
1890.0732,60,199.201541
-684.6253,14,199.231219
-1644.3772,12,199.278387
1882.2621,60,199.324606
481.8352,60,199.38628
780.8049,60,199.418436
782.81134,60,199.425478
852.44556,60,199.446563
1331.6099,60,199.463615
-673.0727,22,199.48523
-999.62665,21,199.544462
-222.7525,49,199.578099
1545.627,60,199.705293
-426.09958,39,199.706305
-1289.1134,24,199.71383
-932.9558,2,199.720385
-398.792,41,199.759555
-443.50128,42,199.789655
-2919.1602,8,199.819258
1338.651,60,199.858382
928.9209,60,199.88619
578.6036,60,200.00867
-151.17725,46,200.039273
-1336.9429,1,200.04631
9.381592,39,200.08446
-135.50024,45,200.098559
549.46844,60,200.127176
2496.3547,60,200.141247
-457.57205,42,200.168332
157.67334,29,200.205091
1090.8126,60,200.260298
743.196,60,200.446572
894.0284,60,200.485221
929.5821,60,200.498249
1752.9526,60,200.53034
986.7847,60,200.544945
1883.7085,60,200.574108
2092.9329,60,200.604741
-936.74963,16,200.611197
1996.1199,60,200.671556
-1007.85486,33,200.679582
-2083.9353,7,200.717201
-479.59503,41,200.775965
1166.6135,60,201.013946
482.11914,60,201.027486
1315.3461,60,201.053585
-1300.7646,32,201.061145
833.4155,60,201.090788
1439.5022,60,201.09581
-2106.6885,7,201.13841
922.75116,60,201.157482
-1624.9963,5,201.191176
876.6721,60,201.198206
450.73962,52,201.367836
-822.67914,5,201.398977
874.8011,60,201.435245
1967.0725,60,201.46435
713.0311,60,201.471357
2195.4558,60,201.504647
-330.80774,47,201.518574
870.055,60,201.54566
-2661.4685,14,201.560707
-326.9807,23,201.589792
-851.2041,6,201.598817
2190.2522,60,201.598817
-1056.3406,25,201.637529
-448.042,38,201.658126
-406.86926,41,201.787178
1279.3191,60,201.90922
-868.50006,1,201.91625
2595.6982,60,201.949339
927.76074,60,202.010164
1230.4557,60,202.018207
1573.509,60,202.019207
-1541.4344,2,202.034285
-234.92596,57,202.068435
2228.4084,60,202.068435
-823.06213,6,202.083526
-1276.4288,1,202.091069
-2527.9282,23,202.263885
952.7486,60,202.318181
-1660.7258,1,202.326218
-1754.7593,15,202.376511
-293.6765,49,202.405639
-1706.9288,3,202.431268
900.7185,60,202.453445
-2171.3591,4,202.460468
1192.1909,60,202.542805
229.14056,56,202.576471
569.27295,60,202.585507
-667.6825,36,202.585507
789.69965,60,202.585507
-1086.7892,7,202.623626
-295.34583,52,202.74307
742.91156,60,202.863119
1390.4866,60,202.869648
814.83984,60,202.942995
-271.8183,54,202.98665
546.2492,60,202.987649
919.7581,60,202.987649
2256.1118,60,202.987649
-1727.4602,23,203.016309
-1016.9448,14,203.082555
-1442.1917,18,203.141542
514.7575,60,203.150085
-1306.668,11,203.221336
766.79114,60,203.267543
-413.06335,33,203.299627
2076.0925,60,203.347336
-2763.967,5,203.380483
1404.3835,60,203.38954
522.00464,60,203.38954
2266.8716,60,203.38954
-868.41943,3,203.407595
-164.95007,37,203.461246
1073.566,60,203.532547
-1061.9579,13,203.550054
703.42615,60,203.668504
2353.2466,60,203.701157
-2538.0222,9,203.758344
900.2499,60,203.779444
-767.4363,17,203.780444
2662.426,60,203.786907
776.93414,60,203.793953
1287.9459,60,203.815031
-1367.696,9,203.849153
-1607.326,8,203.849153
1348.1147,52,203.892787
1310.0148,60,203.959205
-1046.343,11,203.965239
17.764404,41,204.066144
-825.23987,25,204.138388
1439.7878,60,204.179533
-270.97583,57,204.206153
1878.7981,60,204.206153
1075.6473,60,204.263824
422.22717,60,204.264332
933.4178,60,204.370312
-2302.446,31,204.415033
1201.7072,60,204.477219
1239.7091,60,204.544445
-65.128784,43,204.551452
876.5486,60,204.58619
-1094.3823,7,204.600224
-2182.8652,1,204.607256
1070.859,60,204.615289
1526.2411,60,204.666548
607.0543,60,204.773414
-611.05817,26,204.780434
1630.3082,60,204.818089
-401.84424,53,204.833625
801.42413,60,204.943504
1246.6562,60,204.983632
555.4912,60,205.01528
1187.6667,60,205.066006
-612.4265,19,205.106146
-111.681335,48,205.136241
817.3538,60,205.169457
1004.2158,60,205.175503
897.3086,60,205.223626
-1379.6951,12,205.245209
-444.52136,27,205.308987
