#{"t_start": 1754990797.7947614, "env_id": "None"}
r,l,t
-1311.0575,26,74.738407
-912.4288,4,74.750432
-310.10834,54,74.750432
585.43774,60,74.780054
-947.6665,13,74.823698
-478.53955,56,74.830215
1988.6965,60,74.841252
-864.435,3,74.849285
860.21423,60,74.92717
641.6636,60,74.939209
-596.5334,28,75.017532
-524.2454,56,75.084251
1425.0884,60,75.09529
1090.5688,60,75.144295
-749.3759,11,75.161483
638.5261,60,75.183562
-233.89252,42,75.190577
1507.8456,60,75.20259
-2121.8535,25,75.235202
-303.2088,52,75.241199
-2761.8066,9,75.248224
-1714.4644,18,75.254676
-852.4918,20,75.285421
2224.578,60,75.370583
-1146.6133,28,75.39518
-523.1447,46,75.455827
-353.57748,38,75.467841
-215.09314,44,75.506471
687.5881,60,75.554146
923.00354,60,75.589267
1942.8104,60,75.631899
812.05334,60,75.730721
671.5956,60,75.753778
-835.815,25,75.780432
-768.33813,40,75.792585
1115.0717,60,75.807139
1266.0903,60,75.819173
-1016.8746,18,75.855796
718.90607,60,75.861793
2185.5603,60,75.947103
-1284.5681,22,75.954115
-57.643738,50,76.020298
-1541.2598,8,76.06851
-172.88568,52,76.119635
974.73517,60,76.136212
397.7272,60,76.149257
839.34155,60,76.209508
-134.20789,60,76.215534
573.4768,60,76.305303
584.53766,60,76.311303
-1190.5339,17,76.41167
784.5177,60,76.430105
1265.6698,60,76.479283
671.4763,60,76.498352
1125.9243,60,76.510372
910.66504,56,76.560585
527.60693,44,76.57261
978.73785,60,76.57915
-4680.553,8,76.621778
-401.62323,17,76.725101
689.9989,60,76.777231
590.089,60,76.799295
-543.0299,49,76.799295
1263.2103,60,76.846506
877.8669,60,76.874689
-474.05673,29,76.901754
1470.5159,60,76.92434
1969.8168,60,76.94139
-463.20074,17,77.029827
-650.2223,17,77.06291
-1467.5675,2,77.076499
-3074.1926,3,77.095105
2539.8704,60,77.201885
1213.8586,60,77.220443
946.5683,60,77.220443
-2121.0925,5,77.233018
-1495.7571,6,77.260591
1290.7847,60,77.271615
-39.760254,53,77.32728
778.4096,60,77.350332
-952.9303,1,77.361367
461.06403,60,77.407562
-1112.3053,28,77.44119
2049.604,60,77.459247
-617.6749,14,77.53867
-1271.6815,1,77.54469
-780.77637,26,77.556724
1771.7903,60,77.583268
-1517.824,5,77.58779
744.2571,60,77.593798
884.3113,60,77.616872
-2518.7168,33,77.635545
-826.49255,14,77.664701
1584.7375,60,77.685676
-2374.1128,6,77.7032
1890.7263,60,77.71575
-183.47699,39,77.779557
-774.5316,29,77.792593
-784.6137,7,77.819659
1335.0247,60,77.942546
1235.7319,60,77.949568
3338.586,60,77.98967
2674.4287,60,78.039317
2675.5796,60,78.056466
1832.8448,60,78.067516
-1560.3451,12,78.107644
-1312.0612,11,78.130191
1221.5388,60,78.141213
-619.8956,18,78.160271
513.0834,60,78.17481
-1486.5349,14,78.216461
-294.0357,24,78.255601
769.07166,60,78.30572
1236.8898,60,78.311716
411.67944,57,78.335863
-1348.9263,43,78.495459
-196.12549,55,78.560227
1079.6483,60,78.570255
-487.1507,38,78.595337
790.606,60,78.643523
-2109.3503,5,78.675604
-1091.498,1,78.683107
2219.5361,60,78.683107
934.15155,60,78.738265
-800.2947,12,78.756327
537.7174,60,78.76283
-773.1394,42,78.822595
-699.92377,17,78.863259
473.08273,60,78.869783
755.0589,60,78.935553
830.3539,60,78.961591
846.958,60,79.045418
1535.0164,60,79.099595
1755.2764,60,79.120643
1399.1573,60,79.172841
-1331.7655,2,79.18641
1093.2747,60,79.211469
2061.3103,60,79.218508
891.08887,60,79.288258
-139.84357,60,79.309297
-2001.6577,2,79.321829
-625.9016,23,79.3489
-961.3966,25,79.367469
507.80716,60,79.398624
915.3413,60,79.447763
1484.222,60,79.472812
662.44196,60,79.536513
-948.1668,27,79.635405
-446.91077,50,79.648444
896.1007,60,79.648444
-2479.3748,4,79.674561
-2052.7705,6,79.674561
562.6676,60,79.683589
2245.1162,60,79.727885
627.30725,60,79.758467
2102.5552,60,79.815255
-2709.9565,11,79.826801
-502.0599,27,79.83682
-895.33435,12,79.897502
1290.0992,60,79.900501
-887.9323,2,79.90553
-1389.5536,6,79.941152
820.09796,60,80.009366
929.0907,60,80.032956
-810.8905,5,80.039493
657.7033,60,80.045542
1187.8531,60,80.088186
-686.06836,12,80.164895
1876.0227,60,80.177504
-1563.6157,6,80.201569
1954.9365,60,80.206125
-723.0346,15,80.267312
842.1053,60,80.267312
-696.8243,4,80.292869
-1739.4148,6,80.305437
394.23462,60,80.311436
-1972.2703,6,80.333527
571.2313,60,80.406742
2246.9395,60,80.413759
543.95374,60,80.425326
-1137.9208,22,80.481607
-520.23425,25,80.583089
1807.5732,60,80.597642
1108.5197,60,80.597642
-1505.2722,22,80.629284
-479.06628,33,80.646336
-691.0248,7,80.691569
-2164.1328,10,80.697594
858.3637,60,80.711615
-876.3108,17,80.711615
636.8181,60,80.719634
-778.439,6,80.738246
-1301.8158,1,80.744269
-1892.1719,7,80.761307
1744.3767,60,80.83019
-1333.2284,13,80.83019
-1244.1625,1,80.836219
-455.48993,39,80.85427
767.4619,60,80.969326
852.4998,60,81.068268
382.9885,60,81.09078
879.008,60,81.097804
2005.6202,60,81.13548
-1033.7764,4,81.158538
-319.2779,54,81.166561
1476.1661,60,81.198637
539.69794,60,81.22129
-688.9148,19,81.31373
1373.4471,58,81.324285
-1394.7543,18,81.4176
660.9584,60,81.428158
-589.4949,21,81.44466
744.638,60,81.445233
1495.4482,60,81.451231
-1599.7723,1,81.459258
-990.50073,13,81.495367
1059.8698,60,81.509387
1356.4652,60,81.519427
1899.2706,60,83.897625
-738.2148,25,83.913661
-1393.0038,10,83.954675
-2013.8445,6,83.989411
-998.33826,16,84.005493
-403.63348,54,84.079214
1931.2468,60,84.096278
525.52325,60,84.125881
-262.43347,59,84.153506
851.5516,60,84.181556
549.1983,60,84.193591
384.25446,60,84.341107
1377.3003,60,84.360157
2410.3687,60,84.437899
681.48627,60,84.456474
-384.00732,58,84.473529
592.7694,60,84.515222
751.5761,60,84.538807
943.8496,60,84.551834
-1125.2673,14,84.558857
-691.3546,23,84.576391
-787.9927,1,84.582963
1192.8381,60,84.703842
1329.2627,60,84.726419
249.91138,41,84.799646
-766.68335,14,84.805678
-585.88367,49,84.812677
969.59924,60,84.818845
-1619.8885,3,84.829789
-822.30786,6,84.848833
-1018.04254,6,84.856862
-1329.01,3,84.869896
-1777.652,2,84.869896
-1588.571,8,84.877422
-914.2452,12,84.877422
352.2761,60,84.906561
-262.17114,57,84.906561
1076.3127,60,84.950162
-821.8638,4,84.974241
-618.5816,28,85.042964
-426.4849,33,85.070065
865.551,60,85.070065
-125.22748,31,85.154872
-694.81213,19,85.182778
-303.9411,52,85.218868
533.3797,60,85.23291
653.627,60,85.239442
-1540.5298,3,85.257051
733.072,60,85.269074
-1687.8281,14,85.301157
-486.16034,19,85.339339
62.60669,50,85.361413
-596.30066,35,85.389522
616.32574,60,85.396542
-1845.047,2,85.409568
-1442.4558,27,85.497344
-43.59546,59,85.503852
2103.5642,60,85.606787
1653.1365,60,85.619339
1779.4156,60,85.65652
3210.1753,60,85.723739
-715.91907,37,85.729747
1174.0619,60,85.746801
2229.308,60,85.769851
-639.25726,12,85.799984
-1610.8157,1,85.806509
-616.34973,35,85.834527
1505.2792,60,85.86415
-637.18677,32,85.918799
656.6334,60,85.977453
-832.7931,2,85.989497
557.0798,60,86.02111
-1101.4585,7,86.028143
-882.34924,5,86.055205
-1262.5167,38,86.092808
1347.586,60,86.110364
-1191.4554,5,86.121921
1039.2755,60,86.133463
911.89874,60,86.173129
1787.6555,60,86.197692
-1357.2356,11,86.234272
-969.25665,2,86.246298
845.87427,60,86.277397
349.34207,60,86.381289
841.8166,60,86.405386
-2302.9353,8,86.427449
885.8419,60,86.46105
2063.7527,60,86.476098
712.78876,60,86.484123
-1724.247,4,86.495152
1290.1555,60,86.544508
-1909.8159,10,86.556535
-1949.3605,1,86.560534
-2431.673,32,86.59417
777.9923,60,86.600177
829.6035,60,86.63132
-1265.5162,5,86.63132
-1162.4058,10,86.687556
-850.8425,17,86.734197
819.30493,60,86.78284
2234.5989,60,86.821034
727.57196,60,86.840089
-1138.7507,19,86.894255
-919.625,1,86.90126
1192.995,60,86.90126
566.25995,60,86.923325
655.5466,60,86.953496
-993.3074,6,86.990065
674.58417,60,87.04873
756.59406,60,87.091408
-664.8838,22,87.121019
773.69885,60,87.179179
981.72754,60,87.203776
-593.7577,19,87.229856
-847.0649,3,87.251397
541.7426,60,87.264477
1461.905,60,87.264477
-1412.831,2,87.277549
1404.6135,60,87.28454
-666.82916,15,87.357237
-934.2055,29,87.380303
-1350.3146,6,87.39285
834.88403,60,87.41043
964.9803,60,87.45055
-469.50723,23,87.53127
811.5544,60,87.542803
795.6995,60,87.675986
983.11163,60,87.699046
839.3593,60,87.705076
46.78296,57,87.786296
1320.6163,60,87.834402
1509.3407,60,87.877544
2233.9353,60,87.95172
626.68463,60,87.963773
-1784.2563,3,87.970783
-1410.7573,10,88.029418
1090.3939,60,88.035992
-1100.9231,2,88.040996
872.57294,60,88.064061
1119.0519,60,88.070068
1337.9216,60,88.146816
-4449.0347,7,88.191397
408.98987,60,88.197446
740.44147,60,88.238616
268.3246,41,88.314791
-765.52686,22,88.327422
416.95865,60,88.334452
-647.3473,52,88.357524
-684.20654,8,88.363534
-2625.2805,5,88.390604
1705.1688,60,88.415226
-1721.2256,14,88.422742
1067.3801,60,88.439799
-1562.8442,14,88.494482
699.3184,60,88.557195
847.3782,60,88.60131
1107.8363,60,88.683651
904.3697,60,88.723764
990.21387,60,88.74885
1385.8431,60,88.779427
1138.8363,60,88.795572
-373.68542,21,88.812582
750.0127,60,88.856256
701.73865,60,88.927466
-767.10626,12,88.933487
919.8029,60,88.966583
-466.77063,34,88.986173
-1129.3522,22,89.066865
2327.323,60,89.09292
-571.5034,21,89.097527
565.3735,60,89.115574
647.74835,60,89.166226
1529.5125,60,89.184757
-1088.079,3,89.201333
2570.6973,60,89.292666
-2494.451,20,89.323779
945.3668,60,89.350846
-164.64966,47,89.399478
1220.1661,60,89.430074
-406.7915,26,89.450124
-915.9481,16,89.450124
948.391,60,89.457149
607.709,60,89.46417
-2298.8313,2,89.470179
-1751.68,6,89.505322
1206.0475,60,89.53645
-1417.981,4,89.560515
-1140.9138,1,89.566535
-665.5238,42,89.684402
2382.2168,60,89.684402
676.7354,60,89.768251
-210.71655,34,89.768251
-1886.0576,2,89.780272
1098.2645,60,89.816454
584.91644,60,89.816454
815.86975,60,89.835542
874.7607,60,89.912801
-670.0486,15,89.961511
-774.1515,17,89.97559
-3141.3965,10,89.983097
-1382.007,13,90.059324
537.7742,60,90.109062
529.4365,60,90.109062
1668.4268,60,90.186351
426.57544,60,90.199466
634.5645,60,90.252634
1065.6066,60,90.32085
654.2813,60,90.331884
903.6953,60,90.418817
539.6591,60,90.471449
910.77875,60,90.471449
2018.5344,60,90.550197
1490.126,60,90.562741
1260.813,60,90.620479
2158.3965,60,90.698332
664.39233,60,90.707353
1664.7865,60,90.784637
1646.5303,60,90.833599
794.4587,60,90.833599
-1864.672,25,90.840117
-1441.0374,4,90.860186
865.4008,60,90.913869
-771.34753,10,90.917886
1344.0887,60,90.923403
2242.715,60,90.976159
-633.16907,17,91.017272
579.56067,60,91.053434
-403.09732,41,91.078599
-1365.8743,3,91.098199
-205.63232,46,91.104761
-29.374878,35,91.126816
1042.1165,60,91.138834
-505.091,21,91.179422
-1313.6621,8,91.227657
-1563.6901,1,91.234638
1123.7335,60,91.268752
-184.55371,45,91.288811
-997.055,8,91.288811
1333.7598,60,91.336535
503.80206,60,91.466444
658.4946,60,91.472952
507.89026,60,91.495555
1056.7035,60,91.509592
-462.21277,25,91.621957
2618.3455,60,91.641587
503.89728,60,91.659622
4196.9595,60,91.660623
727.2678,60,91.711247
-1291.3228,12,91.785981
-1814.2766,3,91.808105
-1007.8676,1,91.81413
-401.751,25,91.821657
-901.42676,34,91.840285
1008.32056,60,91.853439
2359.0952,60,91.877531
1219.2605,60,91.890555
-2760.38,18,91.928673
926.86084,60,92.024752
2156.374,60,92.043661
2114.337,60,92.183129
585.96954,60,92.202672
-368.0373,28,92.202672
-649.15283,47,92.208706
2082.6719,60,92.215745
1143.5851,60,92.241848
1843.5226,60,92.250865
-576.38904,23,92.335151
762.2587,60,92.370225
-1040.1752,27,92.40938
-569.92334,25,92.49774
2445.9314,60,92.554472
645.8311,60,92.579551
497.822,60,92.586571
1814.6061,60,92.59359
1458.805,60,92.621174
-1384.5283,21,92.641257
-1960.5256,16,92.703575
-771.0389,25,92.756287
-1453.2603,26,92.757287
702.29614,60,92.77636
-2354.8384,16,92.812996
570.6249,60,92.820043
-679.43054,36,92.88374
-570.0268,21,92.951462
652.10144,60,92.966544
652.6728,60,93.025194
-396.2564,42,93.089376
2698.7214,60,93.137545
1116.9182,60,93.137545
981.68884,60,93.156123
-2052.4214,3,93.171146
123.66016,38,93.190203
-790.73895,12,93.208244
561.2972,60,93.255396
-1252.0604,5,93.2856
-732.9487,25,93.293615
2018.4404,60,93.317673
164.53857,51,93.329211
-700.1249,13,93.399524
-851.32184,18,93.406098
1779.4963,60,93.451705
774.4596,60,93.543549
1090.4374,60,93.559092
714.0399,60,93.580159
-539.71655,31,93.645959
513.7804,60,93.659484
2088.7817,60,93.702625
-1788.6885,3,93.721697
343.57092,60,93.770366
620.99207,60,93.776396
-1348.1886,34,93.800467
-1697.1461,4,93.807507
-1362.9441,2,93.813521
802.4792,60,93.929439
2016.399,60,93.950534
-584.3613,40,93.980615
-1066.688,39,94.024741
748.755,60,94.030774
2475.7903,60,94.044819
-784.5245,34,94.156629
662.668,60,94.181685
822.26337,60,94.187719
476.4972,46,94.207782
1386.4303,60,94.341186
1092.9097,60,94.382846
2335.9575,60,94.389378
889.18085,60,94.402918
286.34668,39,94.44108
-877.291,13,94.47016
-211.72272,52,94.47016
503.10526,60,94.539884
1024.3994,60,94.546397
-1161.8529,29,94.615622
1141.376,60,94.691374
-635.61444,41,94.704454
902.3686,60,94.735209
-223.38904,22,94.741206
1796.6868,60,94.75124
-2130.0103,4,94.762779
775.3292,60,94.819023
1816.127,60,94.88573
1582.901,60,94.895756
-887.48364,28,94.985636
-861.3281,7,95.024246
2138.6306,60,95.048319
1009.1361,60,95.057346
643.2959,60,95.087466
511.0591,60,95.110533
-1452.3209,3,95.110533
1984.5974,60,95.121063
-601.6565,16,95.155185
711.487,60,95.2471
2309.141,60,95.253614
-298.7046,35,95.327876
-105.54663,53,95.3434
-580.4404,12,95.403545
3940.8394,60,95.409565
1818.4016,60,95.472756
1125.4716,60,95.472756
-377.71918,37,95.479325
-4120.8354,13,95.486362
-1977.2051,2,95.499411
966.5676,60,95.523523
1737.6443,60,95.61608
-703.3808,24,95.623608
804.9125,45,95.623608
-1076.4922,19,95.725429
842.3432,60,95.765556
1064.3474,60,95.829567
744.4814,60,95.835595
-39.407288,54,95.840598
742.83276,60,95.853617
-1394.9727,16,95.865513
-986.5463,43,95.871513
2107.423,60,95.97084
-810.4186,28,96.028052
-698.63824,33,96.071166
668.56244,60,96.094281
-981.01886,44,96.106315
-2306.626,5,96.106315
651.215,60,96.206138
668.7893,60,96.215163
842.6725,60,96.240719
-2832.2336,6,96.247748
-2370.5264,9,96.288853
247.0896,36,96.305901
-1783.4172,14,96.327506
1618.9135,60,96.333527
1021.8013,60,96.387697
988.37866,57,98.695459
-603.437,22,98.713544
640.9199,60,98.713544
-805.20764,4,98.719075
-785.7205,5,98.74617
-752.0243,8,98.770239
-814.45056,6,98.783798
-3889.6343,8,98.886459
912.5472,60,98.886459
-2758.078,3,98.906598
920.79736,60,98.986333
1274.6388,60,99.006433
1305.3123,60,99.033598
277.69382,60,99.092704
1122.8627,60,99.165583
-3276.782,6,99.203663
-447.99088,32,99.237167
2073.2,60,99.237167
-759.89355,54,99.257215
521.40656,60,99.276273
-3186.8345,5,99.288299
1503.6445,60,99.372588
-2348.9502,2,99.385641
-1144.2115,17,99.385641
2016.0103,60,99.390642
-3186.3965,9,99.442819
695.4371,60,99.474466
-1101.1381,15,99.485515
759.7494,60,99.58732
-1110.6414,24,99.594787
-583.19604,56,99.594787
-778.2543,2,99.606165
1301.3248,60,99.617187
476.47418,60,99.671817
-1668.1707,12,99.68587
-759.52893,31,99.68587
-2536.5347,3,99.691871
-3548.7463,21,99.721081
371.461,56,99.739147
-6416.3154,8,99.773757
1147.4733,60,99.847512
-660.50165,21,99.870632
-471.85254,36,99.904726
1101.6693,60,99.966406
-338.4557,20,99.977958
-32.629395,57,99.977958
-1125.8595,23,100.048221
2085.6846,60,100.055255
428.14877,60,100.061255
-1622.1976,4,100.081329
974.4039,60,100.139108
-849.63947,17,100.162657
692.7375,60,100.240465
-844.6418,2,100.253536
-1324.6783,19,100.260541
-2677.5818,16,100.267573
-1377.5453,2,100.267573
-1452.183,3,100.280128
-1391.9946,7,100.315226
-913.04193,5,100.315226
-1893.9099,2,100.327778
608.25244,60,100.347835
1912.8944,60,100.355858
909.7487,60,100.356856
-999.8234,1,100.356856
706.4622,60,100.429164
2081.8394,60,100.461261
-1054.3018,18,100.469294
-1151.9414,22,100.491347
-408.962,31,100.543533
1918.196,60,100.644857
850.621,60,100.686506
341.48376,60,100.699539
115.98352,60,100.791321
2169.3289,60,100.818496
1814.845,60,100.825535
1012.43744,60,100.853592
1220.0398,60,100.898733
998.4907,55,100.968541
-778.40155,25,100.96954
142.0011,51,100.986127
-823.5934,6,101.006194
-3161.005,5,101.019736
-900.6824,3,101.038787
428.98932,60,101.057824
-2755.766,23,101.14956
1936.4247,60,101.153567
2064.4568,60,101.194695
914.80365,60,101.21171
1225.625,60,101.265476
688.89325,60,101.384754
-546.1579,26,101.424427
-431.75378,32,101.437001
643.10455,60,101.457081
1042.8447,60,101.476139
-828.6185,6,101.495195
-657.1344,14,101.514756
748.07635,60,101.570493
2176.9272,60,101.576546
-1562.687,28,101.671846
-411.79688,28,101.690887
981.29297,60,101.698405
-1410.3126,1,101.705519
-1967.2688,9,101.729068
677.40845,60,101.767193
972.76337,60,101.817429
-3734.6746,3,101.83457
-903.00977,1,101.84152
907.86707,60,101.858567
-696.0002,31,101.889635
-2068.731,8,101.909674
957.7668,60,101.951308
557.8751,60,101.958337
-1281.2551,16,101.991511
-2192.72,5,101.991511
-482.48837,30,102.032701
901.0717,60,102.080833
815.3716,60,102.105403
1048.0046,60,102.14255
-1533.8794,26,102.150069
-1491.0542,20,102.225801
704.6073,60,102.275406
-1970.4468,9,102.281406
603.05743,60,102.322576
-658.36194,10,102.34113
1079.2803,60,102.360173
-1460.6387,6,102.396274
1253.6176,60,102.406305
-938.45715,1,102.410303
2752.3518,60,102.446714
1288.6249,60,102.506851
615.1393,60,102.519002
-692.057,14,102.537074
-1751.6697,15,102.609328
-572.35815,37,102.624396
920.3593,60,102.655572
-1225.3939,6,102.662571
-219.229,54,102.67563
1152.861,60,102.69467
-788.731,9,102.735445
644.71295,60,102.782602
-939.2658,11,102.80165
-147.74774,54,102.875424
585.9843,60,102.888461
-2263.6743,11,102.959728
786.0364,60,102.991803
-786.4319,4,103.014869
876.6507,60,103.032938
873.40607,60,103.039479
1116.5416,60,103.075598
-1746.0043,18,103.153837
1294.8584,60,103.160347
780.72943,60,103.183444
-685.0183,37,103.1955
-1669.8394,7,103.20301
-2692.9102,28,103.216123
-1084.2706,9,103.254765
1704.3002,60,103.254765
-448.7563,29,103.338545
602.6797,60,103.38823
2283.105,60,103.445436
-382.7439,32,103.451435
-968.677,10,103.509084
1608.1604,60,103.553716
2786.1335,60,103.566864
632.4535,60,103.585393
1744.9009,60,103.629054
-1713.4973,25,103.706272
1634.032,60,103.712776
-307.78583,48,103.753883
1933.1455,60,103.76742
-2385.279,3,103.786521
-943.4956,11,103.786521
-919.79443,13,103.865263
-2340.3245,20,103.878289
1864.6061,60,103.885318
817.2159,60,103.943577
1201.1488,60,103.961618
-721.9784,14,103.973676
-880.18225,7,103.986733
488.39847,60,104.007789
-1469.4622,31,104.075502
920.7444,60,104.088554
2422.9775,60,104.162593
-725.6576,29,104.170117
1965.7556,60,104.241831
-1200.5059,1,104.24785
1158.2474,60,104.3371
590.98254,60,104.35012
1251.7102,60,104.379193
-918.16266,3,104.398243
959.33264,60,104.446889
900.2694,60,104.460406
-722.6291,12,104.471452
503.97733,60,104.534163
1042.001,60,104.541171
-1789.7596,12,104.548201
-304.79602,51,104.566248
-817.37634,10,104.593811
-1366.8805,14,104.632935
-2290.5718,16,104.693651
772.4804,60,104.70525
634.04083,60,104.721784
-1338.428,12,104.770463
-103.50641,36,104.788075
-4308.1055,12,104.792637
213.00647,42,104.798103
1767.7169,60,104.812634
1640.0955,60,104.825252
-819.4786,7,104.836297
-744.8803,10,104.85936
-1704.8418,3,104.875452
-1066.4208,13,104.905581
-1257.2875,26,104.917614
563.95056,60,104.988359
1154.8148,60,105.063106
631.49335,60,105.139358
677.2113,60,105.172541
984.6339,60,105.189592
170.59857,50,105.201623
-872.11285,7,105.234271
606.5073,60,105.234271
1719.9934,60,105.279982
1142.4501,60,105.3472
735.09235,60,105.420367
1106.737,60,105.496607
2016.2648,60,105.52724
-307.71527,33,105.547298
1156.2441,60,105.560316
507.2848,56,105.566427
1005.0814,60,105.59051
520.85785,60,105.642851
-749.5064,15,105.642851
-864.8408,7,105.686599
-1391.0632,15,105.686599
-745.8695,14,105.772813
-459.60565,36,105.791366
805.0528,60,105.792872
-1400.9299,2,105.805444
930.4367,60,105.871178
992.5557,60,105.901292
2006.424,60,105.9319
620.305,60,106.011167
2231.0393,60,106.055309
902.4375,60,106.137162
1624.548,60,106.160216
1174.8647,60,106.172755
-426.27063,40,106.179284
564.7385,60,106.239477
-3308.0276,4,106.26511
2229.1243,60,106.271108
-684.8487,20,106.284147
549.9933,60,106.38191
3501.7336,60,106.427128
798.961,60,106.514063
604.4187,60,106.546674
1298.328,60,106.553181
-436.43182,14,106.601802
1318.2797,60,106.637496
647.34875,60,106.644512
1403.4548,60,106.657094
-1683.0676,7,106.687186
-5530.5635,5,106.71826
-728.8273,15,106.731796
885.9991,60,106.757872
882.11017,60,106.799509
-648.3701,24,106.806085
-1612.8486,5,106.834686
-1519.9678,20,106.846721
-147.73724,55,106.895842
1215.8114,60,106.918591
-959.3831,24,106.960221
943.51447,60,106.977296
-871.42126,24,106.996868
-692.4255,16,106.996868
-1377.9463,6,106.996868
-1188.7709,13,107.003878
-496.10098,15,107.083124
533.76306,60,107.102662
-533.1116,18,107.103167
436.1927,60,107.125765
-530.0454,26,107.155833
82.0271,28,107.161833
-3076.5884,4,107.187615
43.028137,59,107.194637
-2450.2385,12,107.201636
-1871.8743,10,107.219674
573.17303,60,107.337097
-729.0974,5,107.371177
-1042.1069,30,107.384227
661.01917,60,107.445411
505.86035,60,107.463491
375.52533,60,107.463491
-154.80621,52,107.531191
757.831,60,107.550252
1224.0334,60,107.556283
-522.5001,49,107.667557
-984.37085,3,107.685611
-994.2178,26,107.713686
-3104.5981,6,107.727256
1894.4946,60,107.750305
-736.4363,14,107.793463
1338.8295,60,107.815097
-1090.4366,6,107.834667
890.0453,60,107.834667
1322.1829,60,107.834667
1769.4502,60,107.896824
357.51065,60,107.925461
-2566.6714,35,107.96411
-1314.6731,40,107.97112
-885.5399,41,108.056854
-527.66,42,108.082914
2078.2815,60,108.194694
1054.0157,60,108.194694
-596.838,40,108.207268
-1080.0359,7,108.236831
-2445.796,7,108.241832
764.1515,60,108.263881
847.3787,60,108.289466
1076.6547,60,108.325665
-1501.3027,20,108.331666
-767.6852,15,108.376346
1226.2625,60,108.423395
967.73083,60,108.446489
-1042.218,51,108.568455
1313.7659,60,108.602556
876.2323,60,108.602556
527.82947,60,108.687316
1394.1176,60,108.692827
-1569.9417,2,108.699356
24.207886,50,108.731488
2075.8997,60,108.744535
1004.2344,60,108.820352
-2234.9292,2,108.832888
-1443.2242,12,108.90822
945.5225,60,108.940802
-348.68512,56,108.948836
577.5381,60,108.973409
-530.9391,46,109.021143
957.3206,60,109.072778
1130.6093,60,109.080312
1096.6018,60,109.117528
-1482.2513,3,109.140095
4.2890625,41,109.277549
1954.3176,60,109.284576
518.55396,60,109.321683
844.5882,60,109.328218
-1254.9131,3,109.34025
1105.8737,60,109.357302
1899.994,60,109.446712
702.36194,60,109.457727
-670.5594,21,109.475781
-1526.1025,1,109.483291
-1542.5409,3,109.50334
-1219.5692,11,109.52343
1208.4501,60,109.52343
-1268.3086,1,109.530445
-621.25867,27,109.530445
1302.4874,60,109.658789
1086.7781,60,109.665814
914.0158,60,109.709419
-257.79968,30,109.716473
395.317,60,109.834866
556.7113,60,109.877532
-1721.0214,9,109.894563
503.3179,60,109.901584
-813.7992,30,109.902584
628.2577,60,109.90861
-1547.3081,2,109.915636
-729.52625,7,109.946244
-1167.8325,21,110.008028
1116.6172,60,110.031093
1643.3267,60,110.038126
634.9984,60,110.15913
-2715.0847,5,110.192738
-240.2066,39,110.217809
-600.4355,31,110.277463
582.5703,60,110.341652
1280.0339,60,110.361695
-1719.1732,3,110.361695
-2140.028,2,110.374756
-1114.8209,1,110.381769
1155.8405,60,110.394775
-3144.0986,7,110.407491
-937.9608,12,110.465741
4557.304,60,110.481769
1019.91205,60,110.489799
-1055.6615,24,110.526403
-3721.2468,10,110.541447
723.8704,60,110.570088
1178.8212,60,110.596196
-879.5963,18,110.602701
1299.4827,60,110.651817
-776.6941,8,110.651817
-945.7854,30,110.718069
821.42865,60,110.786417
2807.111,60,110.85721
632.1989,60,110.94854
603.18365,60,110.97562
-573.37024,21,110.997675
748.9791,60,110.997675
-886.23016,6,111.029782
-286.1183,60,111.050815
1175.5874,60,111.050815
726.75,60,111.115358
1673.3297,60,111.178153
-981.18835,38,111.272914
-442.32764,41,111.310083
869.2866,60,111.322616
692.5061,60,111.348675
1408.8654,60,111.375306
-445.89526,37,111.411478
2012.064,60,111.431069
508.89224,60,111.495312
1913.6865,60,114.117706
472.29074,60,114.151781
1781.6039,60,114.162809
1568.6711,60,114.183872
392.58344,60,114.208444
-1443.7433,15,114.23612
-803.8545,13,114.23612
533.24023,60,114.242634
-1299.2496,2,114.250159
2086.0552,60,114.263693
627.2245,60,114.32086
-98.00482,46,114.463872
877.5546,60,114.477443
-693.959,12,114.546191
1214.66,60,114.571253
896.8775,60,114.601383
817.2753,60,114.607427
566.83344,60,114.611426
1197.2823,60,114.623002
-149.14514,58,114.675156
1973.5712,60,114.829605
-919.43933,27,114.840639
774.59375,48,114.901345
1449.0988,60,114.915416
642.5626,60,114.93955
-788.9383,19,114.956603
737.5088,60,114.968632
-601.69507,24,114.980656
763.9302,60,114.986676
-1504.7505,2,114.990676
1303.3138,60,114.996231
-1367.2463,2,115.002731
-2020.4304,4,115.009258
-836.2693,32,115.13165
635.2876,60,115.267868
990.632,60,115.280887
1956.8281,60,115.322594
-8.658325,54,115.330119
-307.84534,53,115.330119
1996.9366,60,115.337165
945.20154,57,115.343679
-2224.4377,5,115.36826
-2779.0608,6,115.36826
-1966.4524,8,115.420434
-1464.0654,23,115.420434
322.78247,60,115.493719
1734.9387,60,115.63415
-1150.8313,38,115.651191
-45.25879,53,115.651191
573.01117,60,115.690321
1404.3967,60,115.696345
618.3148,60,115.73141
-1724.5813,8,115.784147
1202.0197,60,115.784147
719.9298,60,115.85948
-2684.2246,14,115.866528
-11.358032,43,115.941774
514.9945,60,115.9889
499.96356,60,116.008475
920.7898,60,116.008475
1196.9199,60,116.046132
-698.3706,16,116.097255
2241.5837,60,116.136878
222.42578,51,116.160419
1326.5468,60,116.223644
421.20724,60,116.296859
-327.42102,29,116.30888
1250.1697,60,116.345602
992.53357,60,116.364644
